# ell D_l^TT D_l^EE D_l^BB D_l^TE C_l^kk
2.798000000000000000e+03 3.684289097714106731e+01 1.283760836702075636e+00 2.118126106935051128e-02 -1.339813864324713721e+00 1.858506073544890885e-09
2.799000000000000000e+03 3.672443387118484992e+01 1.284041088641659334e+00 2.116137389159727586e-02 -1.335865439601709781e+00 1.857393120172742997e-09
2.800000000000000000e+03 3.660484851516776672e+01 1.284382662534826913e+00 2.114150614378776383e-02 -1.332123303676269632e+00 1.856281210159020652e-09
2.801000000000000000e+03 3.648708817356840939e+01 1.284713053844007913e+00 2.112165807590944341e-02 -1.328610980338466252e+00 1.855170342284809316e-09
2.802000000000000000e+03 3.636890858092189660e+01 1.285108377474607266e+00 2.110182993618378230e-02 -1.325308394664570955e+00 1.854060515233322654e-09
2.803000000000000000e+03 3.625252112345431499e+01 1.285421999353657529e+00 2.108202197093272598e-02 -1.322218049796093142e+00 1.852951727663309016e-09
2.804000000000000000e+03 3.613568204691373609e+01 1.285730044538965666e+00 2.106223442453745986e-02 -1.319327680002943426e+00 1.851843978233517787e-09
2.805000000000000000e+03 3.602060320870109678e+01 1.286108627972832874e+00 2.104246753928170829e-02 -1.316654803125381301e+00 1.850737265602697730e-09
2.806000000000000000e+03 3.590429876740317638e+01 1.286411085243911678e+00 2.102272155535231044e-02 -1.314187314239584126e+00 1.849631588429601331e-09
2.807000000000000000e+03 3.578972362225236736e+01 1.286787765857346999e+00 2.100299671072901331e-02 -1.311935463672357249e+00 1.848526504963716620e-09
2.808000000000000000e+03 3.567537754003600270e+01 1.287091982762865072e+00 2.098329324113374847e-02 -1.309872450615517714e+00 1.847422894945155639e-09
2.809000000000000000e+03 3.556198821947783983e+01 1.287399805640722761e+00 2.096361137996988894e-02 -1.308023529215618153e+00 1.846320316360335065e-09
2.810000000000000000e+03 3.544879848061358274e+01 1.287787291695313696e+00 2.094395135827834681e-02 -1.306362048389586805e+00 1.845218767868011314e-09
2.811000000000000000e+03 3.533653651667994211e+01 1.288107716456278640e+00 2.092431340465868150e-02 -1.304905983491712052e+00 1.844118248126943075e-09
2.812000000000000000e+03 3.522444564603561901e+01 1.288362854586875272e+00 2.090469774523832577e-02 -1.303651104207834477e+00 1.843018755795889452e-09
2.813000000000000000e+03 3.511399712663111927e+01 1.288628723199438442e+00 2.088510460362209484e-02 -1.302593249927142205e+00 1.841920289533611411e-09
2.814000000000000000e+03 3.500220709554137244e+01 1.288981325177787296e+00 2.086553420080471122e-02 -1.301728328217192976e+00 1.840822847998870741e-09
2.815000000000000000e+03 3.489203244607318766e+01 1.289273880006245765e+00 2.084598675513966298e-02 -1.301037462027983427e+00 1.839726429850431098e-09
2.816000000000000000e+03 3.478271751745725737e+01 1.289433848355241219e+00 2.082646248224206617e-02 -1.300546393125474154e+00 1.838631033747057168e-09
2.817000000000000000e+03 3.467424947213157083e+01 1.289759956673134367e+00 2.080696159494698980e-02 -1.300228947380282163e+00 1.837536658347514671e-09
2.818000000000000000e+03 3.456661573562035983e+01 1.289956865534218844e+00 2.078748430322508584e-02 -1.300096140662258426e+00 1.836443302310569950e-09
2.819000000000000000e+03 3.445906143651021125e+01 1.290174756742654472e+00 2.076803081410247276e-02 -1.300151623466638817e+00 1.835350964294993274e-09
2.820000000000000000e+03 3.435231709652140353e+01 1.290415282942227959e+00 2.074860133153667158e-02 -1.300369402397244745e+00 1.834259642959552227e-09
2.821000000000000000e+03 3.424637094567102480e+01 1.290531567231656185e+00 2.072919605638322629e-02 -1.300753243507789980e+00 1.833169336963019559e-09
2.822000000000000000e+03 3.414121148751982560e+01 1.290747996535486664e+00 2.070981518626457615e-02 -1.301329245001614954e+00 1.832080044964166990e-09
2.823000000000000000e+03 3.403757006449382772e+01 1.290917658730385664e+00 2.069045891543717236e-02 -1.302056728040814626e+00 1.830991765621767891e-09
2.824000000000000000e+03 3.393320804826762327e+01 1.291116392276613345e+00 2.067112743476080816e-02 -1.302961896290524724e+00 1.829904061620237285e-09
2.825000000000000000e+03 3.383034246769449993e+01 1.291122992104892342e+00 2.065182093149799461e-02 -1.304026449823949552e+00 1.828817803825767429e-09
2.826000000000000000e+03 3.372822038676608258e+01 1.291310284258289531e+00 2.063253958925426873e-02 -1.305246988389034746e+00 1.827732554663839344e-09
2.827000000000000000e+03 3.362608915758211481e+01 1.291308513039281403e+00 2.061328358787679199e-02 -1.306627584037529877e+00 1.826648312793232192e-09
2.828000000000000000e+03 3.352468154830818037e+01 1.291341953162042699e+00 2.059405310325946106e-02 -1.308164928117244497e+00 1.825565076872725756e-09
2.829000000000000000e+03 3.342473062109898763e+01 1.291337834409717944e+00 2.057484830731465611e-02 -1.309848329503334519e+00 1.824482845561101268e-09
2.830000000000000000e+03 3.332474204746180391e+01 1.291371878797024086e+00 2.055566936781154028e-02 -1.311681989694368111e+00 1.823401617517142852e-09
2.831000000000000000e+03 3.322544948603481174e+01 1.291297018988069034e+00 2.053651644826472167e-02 -1.313655298524154524e+00 1.822321391399633187e-09
2.832000000000000000e+03 3.312758689775295551e+01 1.291263191719500325e+00 2.051738970785731489e-02 -1.315765109240052855e+00 1.821242165867358467e-09
2.833000000000000000e+03 3.303040342337457247e+01 1.291049031229180910e+00 2.049828930133256247e-02 -1.317986034198684209e+00 1.820163939579105093e-09
2.834000000000000000e+03 3.293314851084105754e+01 1.290952943940508080e+00 2.047921537887506527e-02 -1.320389253054902401e+00 1.819086711193660705e-09
2.835000000000000000e+03 3.283804216744207594e+01 1.290753520652431430e+00 2.046016808610667814e-02 -1.322971721570004311e+00 1.818010479369814393e-09
2.836000000000000000e+03 3.274210677425937632e+01 1.290600611235629191e+00 2.044114756393410059e-02 -1.325589339164838565e+00 1.816935242766357314e-09
2.837000000000000000e+03 3.264756296286316228e+01 1.290272761834780013e+00 2.042215394854701369e-02 -1.328320802719008986e+00 1.815861000042081244e-09
2.838000000000000000e+03 3.255440399173539845e+01 1.290068289577330995e+00 2.040318737138493987e-02 -1.331170579741892679e+00 1.814787749855778581e-09
2.839000000000000000e+03 3.246113830989686022e+01 1.289839951039060795e+00 2.038424795907078230e-02 -1.334143162791355142e+00 1.813715490866243998e-09
2.840000000000000000e+03 3.236924493271560266e+01 1.289440479466552825e+00 2.036533583346013254e-02 -1.337243067641177729e+00 1.812644221732273201e-09
2.841000000000000000e+03 3.227797550487672140e+01 1.289093865757079627e+00 2.034645111162791328e-02 -1.340474831448123627e+00 1.811573941112662103e-09
2.842000000000000000e+03 3.218732455049586605e+01 1.288727051946127355e+00 2.032759390587359286e-02 -1.343843010919351322e+00 1.810504647666209925e-09
2.843000000000000000e+03 3.209728691036121262e+01 1.288266955952824810e+00 2.030876432382985528e-02 -1.347203667981353270e+00 1.809436340051716098e-09
2.844000000000000000e+03 3.200860030379123344e+01 1.287788983833817680e+00 2.028996246847326185e-02 -1.350709905451114023e+00 1.808369016927980462e-09
2.845000000000000000e+03 3.191977507759888155e+01 1.287294260795740719e+00 2.027118843826222067e-02 -1.354292071460510227e+00 1.807302676953806375e-09
2.846000000000000000e+03 3.183229214215561953e+01 1.286783887216853328e+00 2.025244232718758156e-02 -1.358029038884685180e+00 1.806237318787995335e-09
2.847000000000000000e+03 3.174540503205214037e+01 1.286184682177983873e+00 2.023372422499068735e-02 -1.361776922275519164e+00 1.805172511004821884e-09
2.848000000000000000e+03 3.165911015385578864e+01 1.285571952003470964e+00 2.021503421722822824e-02 -1.365614613550749201e+00 1.804109112685407586e-09
2.849000000000000000e+03 3.157340422096821797e+01 1.284946721312199669e+00 2.019637238546820660e-02 -1.369621011439904334e+00 1.803046692150541207e-09
2.850000000000000000e+03 3.148976937559027078e+01 1.284161476579281036e+00 2.017773880747366841e-02 -1.373503738437616306e+00 1.801985248059032516e-09
2.851000000000000000e+03 3.140523319905711475e+01 1.283439931854274407e+00 2.015913355739312740e-02 -1.377638863530429969e+00 1.800924779069995269e-09
2.852000000000000000e+03 3.132202356181076652e+01 1.282634382531916639e+00 2.014055670596965469e-02 -1.381734698963044794e+00 1.799865283843764971e-09
2.853000000000000000e+03 3.124014145300274947e+01 1.281819838761145469e+00 2.012200832077958371e-02 -1.386019487423511221e+00 1.798806761040981734e-09
2.854000000000000000e+03 3.115884558727099218e+01 1.280997028157392359e+00 2.010348846643849469e-02 -1.390201675769596745e+00 1.797749209322288564e-09
2.855000000000000000e+03 3.107739496246112054e+01 1.280092395672859817e+00 2.008499720484966528e-02 -1.394509500781449640e+00 1.796692627348327229e-09
2.856000000000000000e+03 3.099727654206490257e+01 1.279106615979542116e+00 2.006653459547476717e-02 -1.398874168676591978e+00 1.795637013779743424e-09
2.857000000000000000e+03 3.091849243740439590e+01 1.278040337115405212e+00 2.004810069554611995e-02 -1.403301134637473080e+00 1.794582367277182845e-09
2.858000000000000000e+03 3.083955990209259213e+01 1.277042692893913145e+00 2.002969556032239973e-02 -1.407721588602784513e+00 1.793528686501292222e-09
2.859000000000000000e+03 3.076122413880357342e+01 1.275965765327219170e+00 2.001131924333909157e-02 -1.412140966072604531e+00 1.792475970112720352e-09
2.860000000000000000e+03 3.068423060588617801e+01 1.274884378313288380e+00 1.999297179665088936e-02 -1.416638946428582235e+00 1.791424216772117481e-09
2.861000000000000000e+03 3.060783988635768438e+01 1.273650560087179473e+00 1.997465327104920238e-02 -1.421369451269227424e+00 1.790373425140133440e-09
2.862000000000000000e+03 3.053279793181433277e+01 1.272487593186670596e+00 1.995636371629079878e-02 -1.425892336511211944e+00 1.789323593877420750e-09
2.863000000000000000e+03 3.045688068129577886e+01 1.271321708182404420e+00 1.993810318131294251e-02 -1.430510003257064344e+00 1.788274721644633171e-09
2.864000000000000000e+03 3.038306224264224298e+01 1.269930596172768933e+00 1.991987171438425880e-02 -1.435153552429879742e+00 1.787226807102425498e-09
2.865000000000000000e+03 3.030911901138126296e+01 1.268685971293497028e+00 1.990166936330111519e-02 -1.439828320675412554e+00 1.786179848911453353e-09
2.866000000000000000e+03 3.023579785218224103e+01 1.267216958242179281e+00 1.988349617554123483e-02 -1.444539622532134304e+00 1.785133845732375253e-09
2.867000000000000000e+03 3.016384584291424886e+01 1.265820961067733341e+00 1.986535219835066507e-02 -1.449292748869571268e+00 1.784088796225848681e-09
2.868000000000000000e+03 3.009252514384309762e+01 1.264349819474789305e+00 1.984723747885161482e-02 -1.453944452845510327e+00 1.783044699052533395e-09
2.869000000000000000e+03 3.002184067950051372e+01 1.262803858893004394e+00 1.982915206412282430e-02 -1.458648485882251711e+00 1.782001552873091220e-09
2.870000000000000000e+03 2.995254013325722653e+01 1.261257634311322429e+00 1.981109600119246306e-02 -1.463484314912475215e+00 1.780959356348184603e-09
2.871000000000000000e+03 2.988240112962900952e+01 1.259637161626961488e+00 1.979306933707945110e-02 -1.468234352144919042e+00 1.779918108138476404e-09
2.872000000000000000e+03 2.981439941684186934e+01 1.258016942759160761e+00 1.977507211872662693e-02 -1.472978003600325492e+00 1.778877806904633204e-09
2.873000000000000000e+03 2.974705554968005217e+01 1.256248684527448090e+00 1.975710439293015125e-02 -1.477646130167812988e+00 1.777838451307319932e-09
2.874000000000000000e+03 2.968037538513690166e+01 1.254555348794212710e+00 1.973916620627631444e-02 -1.482466583682232830e+00 1.776800040007203997e-09
2.875000000000000000e+03 2.961362239088480663e+01 1.252640077621516745e+00 1.972125760495371111e-02 -1.487147386772365021e+00 1.775762571664955496e-09
2.876000000000000000e+03 2.954828789157771851e+01 1.250725780941736476e+00 1.970337863459579661e-02 -1.491916318980652134e+00 1.774726044941243079e-09
2.877000000000000000e+03 2.948289312799459694e+01 1.248886830491853006e+00 1.968552934006084776e-02 -1.496555584154450891e+00 1.773690458496739118e-09
2.878000000000000000e+03 2.941818719152890083e+01 1.246974803761017991e+00 1.966770976521172928e-02 -1.501218627859147503e+00 1.772655810992116400e-09
2.879000000000000000e+03 2.935491933402492393e+01 1.244915509201179882e+00 1.964991995258760088e-02 -1.505836086063264911e+00 1.771622101088047297e-09
2.880000000000000000e+03 2.929161127795718400e+01 1.242931755200197275e+00 1.963215994316468496e-02 -1.510487065095935222e+00 1.770589327445209145e-09
2.881000000000000000e+03 2.922901258944554215e+01 1.240800787817341710e+00 1.961442977594008916e-02 -1.515102115376794956e+00 1.769557488724276796e-09
2.882000000000000000e+03 2.916787298909382997e+01 1.238671109780473678e+00 1.959672948762672048e-02 -1.519685998918584913e+00 1.768526583585928621e-09
2.883000000000000000e+03 2.910671466313628386e+01 1.236542686994701379e+00 1.957905911224234324e-02 -1.524243431852688291e+00 1.767496610690843610e-09
2.884000000000000000e+03 2.904628763737143160e+01 1.234415461311932249e+00 1.956141868071029077e-02 -1.528704826977627773e+00 1.766467568699702199e-09
2.885000000000000000e+03 2.898659952636003823e+01 1.232215094560956903e+00 1.954380822039987822e-02 -1.533223317580997280e+00 1.765439456273185447e-09
2.886000000000000000e+03 2.892765809535907451e+01 1.229941481337436304e+00 1.952622775472464753e-02 -1.537654962534777736e+00 1.764412272071977099e-09
2.887000000000000000e+03 2.886872869746165193e+01 1.227520236803465448e+00 1.950867730266009348e-02 -1.542004282664296788e+00 1.763386014756760488e-09
2.888000000000000000e+03 2.881056196090820620e+01 1.225173978246048678e+00 1.949115687832472105e-02 -1.546350003391188777e+00 1.762360682988221429e-09
2.889000000000000000e+03 2.875316610153263852e+01 1.222679762894149258e+00 1.947366649046784748e-02 -1.550548028650251098e+00 1.761336275427046354e-09
2.890000000000000000e+03 2.869654948530421379e+01 1.220185906993574765e+00 1.945620614207740906e-02 -1.554825489830740315e+00 1.760312790733923561e-09
2.891000000000000000e+03 2.863997806592374928e+01 1.217692192389414174e+00 1.943877582987529190e-02 -1.558815413491971835e+00 1.759290227569541138e-09
2.892000000000000000e+03 2.858420307243174463e+01 1.215124123115282062e+00 1.942137554393139412e-02 -1.562893332853756201e+00 1.758268584594591309e-09
2.893000000000000000e+03 2.852849075928359923e+01 1.212555694489017899e+00 1.940400526722614941e-02 -1.566989186811707624e+00 1.757247860469765058e-09
2.894000000000000000e+03 2.847433521884773455e+01 1.209912368464272081e+00 1.938666497521350507e-02 -1.571181368977550452e+00 1.756228053855755024e-09
2.895000000000000000e+03 2.842026044378111749e+01 1.207193842737345424e+00 1.936935463551876097e-02 -1.575028420494985593e+00 1.755209163413256120e-09
2.896000000000000000e+03 2.836627570173716606e+01 1.204474051108981758e+00 1.935207420756506272e-02 -1.578905641631032308e+00 1.754191187802963672e-09
2.897000000000000000e+03 2.831387553486160513e+01 1.201678395100504115e+00 1.933482364225087846e-02 -1.582816990893233466e+00 1.753174125685574455e-09
2.898000000000000000e+03 2.826084182153308078e+01 1.198880769323783291e+00 1.931760288171573137e-02 -1.586617852922874494e+00 1.752157975721787310e-09
2.899000000000000000e+03 2.820866940030662562e+01 1.196080793104673967e+00 1.930041185909251583e-02 -1.590237806414666943e+00 1.751142736572301079e-09
2.900000000000000000e+03 2.815736813102047975e+01 1.193203810859386982e+00 1.928325049833834112e-02 -1.593754879562941040e+00 1.750128406897816881e-09
2.901000000000000000e+03 2.810620596666469950e+01 1.190323609389175807e+00 1.926611871411585894e-02 -1.597247002587782960e+00 1.749114985450863425e-09
2.902000000000000000e+03 2.805593817211406105e+01 1.187365237758778447e+00 1.924901641166746821e-02 -1.600717648144464267e+00 1.748102471351282697e-09
2.903000000000000000e+03 2.800583553810439952e+01 1.184327931931778988e+00 1.923194348684787239e-02 -1.604095933191778123e+00 1.747090863810744275e-09
2.904000000000000000e+03 2.795591155451468524e+01 1.181359423239013440e+00 1.921489982611574929e-02 -1.607310908744027156e+00 1.746080162040918361e-09
2.905000000000000000e+03 2.790617984429482590e+01 1.178310401263742202e+00 1.919788530661709069e-02 -1.610440071704263731e+00 1.745070365253475980e-09
2.906000000000000000e+03 2.785739672188444516e+01 1.175105795477494608e+00 1.918089979637439477e-02 -1.613486595475471130e+00 1.744061472660088366e-09
2.907000000000000000e+03 2.780957606360790635e+01 1.171967544376410153e+00 1.916394315444817226e-02 -1.616527841850429414e+00 1.743053483472428821e-09
2.908000000000000000e+03 2.776124674003618864e+01 1.168894802117701470e+00 1.914701523120449986e-02 -1.619418335430223177e+00 1.742046396902170853e-09
2.909000000000000000e+03 2.771316542281075712e+01 1.165738195156007961e+00 1.913011586865402680e-02 -1.622161044321703605e+00 1.741040212160987349e-09
2.910000000000000000e+03 2.766683145343026951e+01 1.162422591379532300e+00 1.911324490079227209e-02 -1.624907379614242586e+00 1.740034928460555129e-09
2.911000000000000000e+03 2.762003146150532729e+01 1.159169869245627593e+00 1.909640215405966276e-02 -1.627437401135999107e+00 1.739030545012547491e-09
2.912000000000000000e+03 2.757426498249301261e+01 1.155904868165833488e+00 1.907958744779899088e-02 -1.630050891989884843e+00 1.738027061028642496e-09
2.913000000000000000e+03 2.752731882492649262e+01 1.152552413890099547e+00 1.906280059481517061e-02 -1.632453514369586189e+00 1.737024475720516339e-09
2.914000000000000000e+03 2.748217781216212074e+01 1.149334343890259458e+00 1.904604140189765371e-02 -1.634722140405655111e+00 1.736022788299847078e-09
2.915000000000000000e+03 2.743662889866946131e+01 1.145878432742467590e+00 1.902930967050084354e-02 -1.637007826792158838e+00 1.735021997978313185e-09
2.916000000000000000e+03 2.739217191089627335e+01 1.142480748758804454e+00 1.901260519734254348e-02 -1.639090276943836022e+00 1.734022103967594579e-09
2.917000000000000000e+03 2.734733647524392808e+01 1.138991810617823841e+00 1.899592777511707048e-02 -1.641046146934035832e+00 1.733023105479370351e-09
2.918000000000000000e+03 2.730287994569399856e+01 1.135559150244114468e+00 1.897927719325019982e-02 -1.643100532713720918e+00 1.732025001725321868e-09
2.919000000000000000e+03 2.725881714363015007e+01 1.131959006937061973e+00 1.896265323853736987e-02 -1.644810151111425922e+00 1.731027791917130704e-09
2.920000000000000000e+03 2.721442034740329063e+01 1.128487402748535873e+00 1.894605569599298531e-02 -1.646548464614549623e+00 1.730031475266479466e-09
2.921000000000000000e+03 2.717193209419180633e+01 1.124920555359892660e+00 1.892948434956926579e-02 -1.648094812431932565e+00 1.729036050985050348e-09
2.922000000000000000e+03 2.712913954421085450e+01 1.121331697208225675e+00 1.891293898291341105e-02 -1.649525485337897779e+00 1.728041518284528645e-09
2.923000000000000000e+03 2.708605753232745883e+01 1.117645538361953017e+00 1.889641938017459430e-02 -1.650916700547775173e+00 1.727047876376597586e-09
2.924000000000000000e+03 2.704418599463974004e+01 1.114009548145978634e+00 1.887992532673685164e-02 -1.652121832874914986e+00 1.726055124472942879e-09
2.925000000000000000e+03 2.700205458258077229e+01 1.110422674266483112e+00 1.886345660995958698e-02 -1.653216952169311194e+00 1.725063261785250441e-09
2.926000000000000000e+03 2.696042058960703613e+01 1.106735343185509590e+00 1.884701301990089617e-02 -1.654203798287762428e+00 1.724072287525207841e-09
2.927000000000000000e+03 2.691855612803317399e+01 1.102872229245493774e+00 1.883059435003700544e-02 -1.655084037345548653e+00 1.723082200904502445e-09
2.928000000000000000e+03 2.687721836857325997e+01 1.098980767544002646e+00 1.881420039786844620e-02 -1.655859261749515365e+00 1.722093001134821821e-09
2.929000000000000000e+03 2.683642184264884278e+01 1.095505410558656356e+00 1.879783096560815395e-02 -1.656530990262667924e+00 1.721104687427855610e-09
2.930000000000000000e+03 2.679618099502173223e+01 1.091702503522675949e+00 1.878148586069483539e-02 -1.657100668099871887e+00 1.720117258995293862e-09
2.931000000000000000e+03 2.675576761180830943e+01 1.087942228550984325e+00 1.876516489635855767e-02 -1.657495410804842972e+00 1.719130715048826836e-09
2.932000000000000000e+03 2.671593849892890660e+01 1.084149223767235437e+00 1.874886789206078527e-02 -1.657790773158039688e+00 1.718145054800146032e-09
2.933000000000000000e+03 2.667522266104324657e+01 1.080322377431823577e+00 1.873259467391445027e-02 -1.658136493115342613e+00 1.717160277460943570e-09
2.934000000000000000e+03 2.663511923101896883e+01 1.076460572071098243e+00 1.871634507503854017e-02 -1.658236698277400833e+00 1.716176382242911983e-09
2.935000000000000000e+03 2.659564208747605463e+01 1.072636941107989461e+00 1.870011893580111190e-02 -1.658166724889169164e+00 1.715193368357745253e-09
2.936000000000000000e+03 2.655606241044679905e+01 1.068701844244087207e+00 1.868391610406178530e-02 -1.657853324369715109e+00 1.714211235017136948e-09
2.937000000000000000e+03 2.651639380018330527e+01 1.064876917843495363e+00 1.866773643524373763e-02 -1.657668713621665235e+00 1.713229981432783322e-09
2.938000000000000000e+03 2.647739227164237974e+01 1.060864000318360256e+00 1.865157979246410969e-02 -1.657168219120241703e+00 1.712249606816379390e-09
2.939000000000000000e+03 2.643907112466975562e+01 1.056958976266479500e+00 1.863544604643670513e-02 -1.656575402281389220e+00 1.711270110379622237e-09
2.940000000000000000e+03 2.640070093990085454e+01 1.053086445610822208e+00 1.861933507543559255e-02 -1.656039497358708257e+00 1.710291491334208946e-09
2.941000000000000000e+03 2.636155213788865481e+01 1.049096748991268813e+00 1.860324676507120814e-02 -1.655264130618869789e+00 1.709313748891837425e-09
2.942000000000000000e+03 2.632312266396341371e+01 1.045211505658477869e+00 1.858718100807858070e-02 -1.654324139544924410e+00 1.708336882264207033e-09
2.943000000000000000e+03 2.628468261132242745e+01 1.041206795120058981e+00 1.857113770395400071e-02 -1.653368548317367459e+00 1.707360890663016922e-09
2.944000000000000000e+03 2.624624446984141457e+01 1.037229976288964295e+00 1.855511675858616261e-02 -1.652249287072234729e+00 1.706385773299967068e-09
2.945000000000000000e+03 2.620856312559337198e+01 1.033205637884185402e+00 1.853911808379190423e-02 -1.651040986185998261e+00 1.705411529386760346e-09
2.946000000000000000e+03 2.617016561105341310e+01 1.029206880083716413e+00 1.852314159677765151e-02 -1.649669695586631679e+00 1.704438158135096320e-09
2.947000000000000000e+03 2.613254904346336005e+01 1.025232546179757342e+00 1.850718721952625614e-02 -1.648284166590470390e+00 1.703465658756678484e-09
2.948000000000000000e+03 2.609498268882236971e+01 1.021207222985970331e+00 1.849125487823214883e-02 -1.646661802514397532e+00 1.702494436094230485e-09
2.949000000000000000e+03 2.605673565146530990e+01 1.017204009997002334e+00 1.847534450247733176e-02 -1.644951221812605668e+00 1.701523677866222870e-09
2.950000000000000000e+03 2.601930456418491744e+01 1.013147494799705672e+00 1.845945602462405188e-02 -1.643226721237757371e+00 1.700553789146781617e-09
2.951000000000000000e+03 2.598195828744723812e+01 1.009110750254017752e+00 1.844358937896479339e-02 -1.641339627588448646e+00 1.699584769061838414e-09
2.952000000000000000e+03 2.594470837624583481e+01 1.005092481460711840e+00 1.842774450092329874e-02 -1.639363426605428220e+00 1.698616616394237520e-09
2.953000000000000000e+03 2.590682374574546643e+01 1.001165623374659974e+00 1.841192132624500793e-02 -1.637148635513798300e+00 1.697649329841050151e-09
2.954000000000000000e+03 2.586905829194520123e+01 9.971060882046538509e-01 1.839611979015728233e-02 -1.634991246462802250e+00 1.696682908099350416e-09
2.955000000000000000e+03 2.583216577119766200e+01 9.930610720819046389e-01 1.838033982648546241e-02 -1.632593139799841664e+00 1.695717349866212217e-09
2.956000000000000000e+03 2.579467211741800980e+01 9.890292617292112398e-01 1.836458136683636819e-02 -1.630101672365335874e+00 1.694752653838711319e-09
2.957000000000000000e+03 2.575733082191455026e+01 9.850093473806330602e-01 1.834884433973004922e-02 -1.627589884557971489e+00 1.693788818713925140e-09
2.958000000000000000e+03 2.572015268826973866e+01 9.810000232012500154e-01 1.833312866979527542e-02 -1.624907988669689773e+00 1.692825843188931098e-09
2.959000000000000000e+03 2.568240583720208292e+01 9.769257314567740824e-01 1.831743427695316576e-02 -1.622203163489856159e+00 1.691863725960809920e-09
2.960000000000000000e+03 2.564484339883727770e+01 9.730079441826127162e-01 1.830176107564066706e-02 -1.619251248927982667e+00 1.690902465726641506e-09
2.961000000000000000e+03 2.560821839231906694e+01 9.689483448519944364e-01 1.828610897411873937e-02 -1.616273565654543498e+00 1.689942061183507824e-09
2.962000000000000000e+03 2.557031348019119577e+01 9.648941600428799781e-01 1.827047787375934637e-02 -1.613268609759151095e+00 1.688982511028492496e-09
2.963000000000000000e+03 2.553336659748410753e+01 9.609926223531617406e-01 1.825486766843084641e-02 -1.610012053675728971e+00 1.688023813958679558e-09
2.964000000000000000e+03 2.549516020544249173e+01 9.569454333137805691e-01 1.823927824394666955e-02 -1.606650797123825747e+00 1.687065968671154285e-09
2.965000000000000000e+03 2.545793204483324601e+01 9.529740950493761353e-01 1.822370947755718937e-02 -1.603257430565834252e+00 1.686108973863004437e-09
2.966000000000000000e+03 2.542020695127757790e+01 9.490030919360020745e-01 1.820816123752564547e-02 -1.599755979929180505e+00 1.685152828231318392e-09
2.967000000000000000e+03 2.538199479505502154e+01 9.450311722554776139e-01 1.819263338279614867e-02 -1.596144676343307145e+00 1.684197530473184734e-09
2.968000000000000000e+03 2.534404792033263476e+01 9.410570923459665726e-01 1.817712576273016953e-02 -1.592421700890562564e+00 1.683243079285694117e-09
2.969000000000000000e+03 2.530563345877800074e+01 9.370796169983262036e-01 1.816163821692318506e-02 -1.588510929370678948e+00 1.682289473365938849e-09
2.970000000000000000e+03 2.526750358002033181e+01 9.330975198477540200e-01 1.814617057515616888e-02 -1.584558958328159850e+00 1.681336711411011857e-09
2.971000000000000000e+03 2.523041036643115831e+01 9.291838400104068807e-01 1.813072265734769900e-02 -1.580638081092052172e+00 1.680384792118007931e-09
2.972000000000000000e+03 2.519213556220149641e+01 9.252631137144010642e-01 1.811529427368367348e-02 -1.576449263827635949e+00 1.679434114322953794e-09
2.973000000000000000e+03 2.515343107170104631e+01 9.213341434248295547e-01 1.809988522485132464e-02 -1.572287477849469983e+00 1.678483876218776365e-09
2.974000000000000000e+03 2.511653383211011459e+01 9.173957419624921839e-01 1.808449530225684013e-02 -1.567927856945207310e+00 1.677534476868011923e-09
2.975000000000000000e+03 2.507848274782455533e+01 9.135209891157155537e-01 1.806912428844935359e-02 -1.563591029709759050e+00 1.676585914967759600e-09
2.976000000000000000e+03 2.503928687413903731e+01 9.095602069949948465e-01 1.805377195760576176e-02 -1.559052045639253370e+00 1.675638189215119354e-09
2.977000000000000000e+03 2.500192541272359747e+01 9.057350103801121710e-01 1.803843807603746491e-02 -1.554531451234299588e+00 1.674691298307193420e-09
2.978000000000000000e+03 2.496269439391389611e+01 9.018957445592025168e-01 1.802312240287782738e-02 -1.549878472362039128e+00 1.673745240941083411e-09
2.979000000000000000e+03 2.492383023334438619e+01 8.981155356595768025e-01 1.800782469077756229e-02 -1.545165065376499669e+00 1.672800015813894042e-09
2.980000000000000000e+03 2.488534153795916026e+01 8.942447534698400036e-01 1.799254468673881779e-02 -1.540314636996893416e+00 1.671855621622730649e-09
2.981000000000000000e+03 2.484649422394327800e+01 8.905050617531299340e-01 1.797728213292923080e-02 -1.535399070443033365e+00 1.670912057064699394e-09
2.982000000000000000e+03 2.480655407162280568e+01 8.866725998010509535e-01 1.796203676762381934e-02 -1.530415957827922391e+00 1.669969320836908095e-09
2.983000000000000000e+03 2.476701440488863426e+01 8.828948014780778619e-01 1.794680832620863808e-02 -1.525362857556584517e+00 1.669027411636466017e-09
2.984000000000000000e+03 2.472788327020388266e+01 8.791706017562601616e-01 1.793159654216556001e-02 -1.520237295480909800e+00 1.668086328160482630e-09
2.985000000000000000e+03 2.468842599026051587e+01 8.754246932398745962e-01 1.791640114817561261e-02 -1.514962509810114932e+00 1.667146069106069888e-09
2.986000000000000000e+03 2.464865027985462831e+01 8.717302951799696942e-01 1.790122187718550667e-02 -1.509684477276133086e+00 1.666206633170340572e-09
2.987000000000000000e+03 2.460930623655452010e+01 8.680121287285313958e-01 1.788605846353416920e-02 -1.504400633053798009e+00 1.665268019050408081e-09
2.988000000000000000e+03 2.456965864373805886e+01 8.642691859322084724e-01 1.787091064406305316e-02 -1.498811359435173740e+00 1.664330225443387678e-09
